"","StartDate","EndDate","IPAddress","Duration","RecordedDate","ResponseId","LocationLatitude","LocationLongitude","ProlificID","Gender","Education","Salary","AIKnowledge","UsedAI","TimeEnergy","SimilarTasks","EnhanceHurt","Attention","Comments","Submission.id","Started.at","Completed.at","Reviewed.at","Archived.at","Time.taken","Completion.code","Total.approvals","Employment.sector","Age","Sex","Ethnicity","Country.of.birth","Country.of.residence","Language","Student.status","Employment.status"
"215","04/15/2023 14:59","04/15/2023 15:07","75.40.24.179",445,"04/15/2023 15:07","R_yw2xInPogWTSUSd",32.4581,-84.9963,"6143e022ec8dfbce17b7e211","Male","Graduate Degree","$50,001 - $75,000","Somewhat familiar (heard of AI but have no knowledge of it)","Yes","little time","Cannot perform any tasks","neither","Predict a future weather event","","643b103c0b908a207e713c20","2023-04-15T20:59:44.544000Z","2023-04-15T21:07:15.033000Z","2023-04-15T21:07:15.539000","2023-04-15T21:07:15.491315Z",451,"CE3DWF28",3058,"Education & Training","68","Male","White","United States","United States","English","No","Part-Time"
"216","04/15/2023 15:06","04/15/2023 15:08","75.227.65.169",120,"04/15/2023 15:08","R_1Pblgcgv023mcMr",39.3434,-84.4009,"5bebd4111296920001d55c5a","Female","Graduate Degree","$25,001 - $50,000","Very familiar (up to date with AI trends and developments)","Yes","little time","Can perform only a few tasks","neither","Compose an email","","643b11d18eac9901c3992a36","2023-04-15T21:06:29.332000Z","2023-04-15T21:08:36.069000Z","2023-04-15T21:08:36.575000","2023-04-15T21:08:36.495984Z",127,"CE3DWF28",5315,"Education & Training","38","Female","White","United States","United States","English","No","Full-Time"
"217","04/15/2023 15:08","04/15/2023 15:09","149.115.100.163",82,"04/15/2023 15:09","R_10UgkpIGHcXz8eK",34.0867,-98.5712,"5de91f07c04503000a6922ee","Male","Bachelor’s Degree","$50,001 - $75,000","Very familiar (up to date with AI trends and developments)","Yes","some time","Can perform only a few tasks","neither","Compose an email","","643b122b780ac5a2c570c783","2023-04-15T21:08:00.778000Z","2023-04-15T21:09:28.154000Z","2023-04-15T21:09:28.645000","2023-04-15T21:09:28.576359Z",88,"CE3DWF28",3791,"Education & Training","65","Male","White","United States","United States","English","No","Full-Time"
"218","04/15/2023 15:06","04/15/2023 15:09","68.231.14.143",173,"04/15/2023 15:09","R_SOfWqxtzeeZqL6h",33.4793,-112.3121,"55a43cf3fdf99b02ff6cb0b4","Female","Graduate Degree","$75,001 - $100,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform only a few tasks","enhance","Compose an email","On the question about whether AI will enhance or detract from my work, I wish I had an option for both because in some ways it will enhance and others it will detract from.","643b11dc8ff0f9af4851c4dd","2023-04-15T21:06:41.718000Z","2023-04-15T21:09:41.068000Z","2023-04-15T21:09:41.596000","2023-04-15T21:09:41.530965Z",180,"CE3DWF28",2968,"Education & Training","46","Female","Mixed","United States","United States","English","No","Full-Time"
"219","04/15/2023 15:09","04/15/2023 15:10","68.12.3.73",91,"04/15/2023 15:10","R_1N47qeAY8EbLeb4",35.2144,-97.4536,"6063a00c6fd08d0a972382a4","Female","Bachelor’s Degree","$0 - $25,000","Moderately familiar (have some understanding of what AI is and how it works)","I Don't Know","neutral","Can perform only a few tasks","neither","Compose an email","","643b1273ba2cd717827973cb","2023-04-15T21:09:07.220000Z","2023-04-15T21:10:42.876000Z","2023-04-15T21:10:43.380000","2023-04-15T21:10:43.303415Z",96,"CE3DWF28",447,"Education & Training","25","Female","White","United States","United States","English","No","Due to start a new job within the next month"
"220","04/15/2023 15:09","04/15/2023 15:12","100.36.100.91",193,"04/15/2023 15:12","R_240M6YsZtwxkYgm",39.0828,-77.1674,"578e6c599bd3d70001e5057f","Male","Graduate Degree","$100,000+","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform only a few tasks","neither","Compose an email","","643b01449a3b6a135c3adec6","2023-04-15T19:55:51.018000Z","2023-04-15T21:12:20.538000Z","2023-04-15T21:12:21.059000Z","2023-04-15T21:12:21.430860Z",4590,"CE3DWF28",3571,"Education & Training","27","Male","Asian","China","United States","Chinese","DATA_EXPIRED","DATA_EXPIRED"
"221","04/15/2023 15:12","04/15/2023 15:14","174.110.224.60",137,"04/15/2023 15:14","R_06P7dUcmPjfCKvD",36.0331,-79.3805,"55ae61acfdf99b44a305f135","Male","Graduate Degree","$50,001 - $75,000","Very familiar (up to date with AI trends and developments)","Yes","some time","Can perform only a few tasks","detract","Compose an email","","643b13286c62148a7bdc45b4","2023-04-15T21:12:12.930000Z","2023-04-15T21:14:33.908000Z","2023-04-15T21:14:34.406000","2023-04-15T21:14:34.339119Z",141,"CE3DWF28",75,"Education & Training","39","Male","White","United States","United States","English","No","Full-Time"
"222","04/15/2023 15:17","04/15/2023 15:18","172.58.223.231",68,"04/15/2023 15:18","R_2E4Z4N3h0FQXZfb",42.3253,-71.0951,"6110f32227c58023af639d46","Female","Bachelor’s Degree","$0 - $25,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","neutral","Can perform only a few tasks","neither","Operate a self-driving car","","643b1454fdb03724491b23d7","2023-04-15T21:17:13.291000Z","2023-04-15T21:18:27.499000Z","2023-04-15T21:18:27.969000","2023-04-15T21:18:27.895989Z",75,"CE3DWF28",1648,"Education & Training","25","Female","Asian","China","United States","Chinese","Yes","DATA_EXPIRED"
"223","04/15/2023 15:16","04/15/2023 15:19","23.28.135.160",166,"04/15/2023 15:19","R_1QcktnflvEwl6NJ",32.5109,-84.9794,"60199dc499b0a7105341be00","Female","Graduate Degree","$50,001 - $75,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform only a few tasks","enhance","Compose an email","","643b143fd3b4b3df6047892b","2023-04-15T21:16:51.346000Z","2023-04-15T21:19:42.503000Z","2023-04-15T21:19:42.907000","2023-04-15T21:19:42.835524Z",172,"CE3DWF28",2336,"Education & Training","45","Female","White","United States","United States","English","No","Full-Time"
"224","04/15/2023 15:17","04/15/2023 15:19","24.22.183.227",138,"04/15/2023 15:19","R_pSFKtCX8F5yJBvj",47.7946,-122.2193,"629d16db307da2e64ea7b1e7","Female","Graduate Degree","$75,001 - $100,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","lot of time","Can perform only a few tasks","enhance","Compose an email","None.","643b145e314503bcd30a2f1f","2023-04-15T21:17:23.780000Z","2023-04-15T21:20:18.298000Z","2023-04-16T17:31:44.653000","2023-04-15T21:20:18.731995Z",175,"NOCODE",1767,"Education & Training","64","Female","Asian","United States","United States","English","No","Full-Time"
"225","04/15/2023 15:19","04/15/2023 15:21","98.30.55.201",99,"04/15/2023 15:21","R_27dolsqJNRZTFYK",41.0413,-83.6461,"5d338bb02381b7001761694e","Male","Graduate Degree","$75,001 - $100,000","Very familiar (up to date with AI trends and developments)","Yes","lot of time","Can perform many tasks","enhance","Compose an email","","643b14d62b93f2ca4c95585b","2023-04-15T21:19:24.689000Z","2023-04-15T21:21:07.023000Z","2023-04-15T21:21:07.534000","2023-04-15T21:21:07.475506Z",103,"CE3DWF28",4644,"Education & Training","52","Male","White","United States","United States","English","No","Full-Time"
"226","04/15/2023 15:21","04/15/2023 15:23","173.90.125.57",161,"04/15/2023 15:23","R_1rPaAWLvTx4lDxn",40.6362,-81.4539,"6401c93c18b564518781fdd3","Female","Graduate Degree","$100,000+","Extremely knowledgeable (have an in-depth understanding of AI and its technical workings)","Yes","some time","Can perform many tasks","enhance","Compose an email","","643b14e6885fbc16b160e423","2023-04-15T21:19:42.701000Z","2023-04-15T21:24:04.808000Z","2023-04-15T21:24:05.252000","2023-04-15T21:24:05.188145Z",263,"CE3DWF28",239,"Education & Training","77","Female","White","United States","United States","English","No","Full-Time"
"227","04/15/2023 15:21","04/15/2023 15:24","72.188.106.28",149,"04/15/2023 15:24","R_2tn7jy3N3BMsYVZ",28.5344,-81.3783,"63460f79457f687948f53b88","Male","Graduate Degree","$0 - $25,000","Very familiar (up to date with AI trends and developments)","Yes","some time","Can perform many tasks","enhance","Compose an email","na","643b156f35eac70c7322f09a","2023-04-15T21:21:54.613000Z","2023-04-15T21:24:29.872000Z","2023-04-15T21:24:30.474000","2023-04-15T21:24:30.391927Z",156,"CE3DWF28",1274,"Education & Training","33","Male","Asian","Bangladesh","United States","English","Yes","Part-Time"
"228","04/15/2023 15:23","04/15/2023 15:25","107.12.135.151",68,"04/15/2023 15:25","R_1rN8S4FB0dtDRIi",34.777,-77.3769,"5e422e361f35e20cab919427","Female","Bachelor’s Degree","$0 - $25,000","Somewhat familiar (heard of AI but have no knowledge of it)","I Don't Know","some time","Can perform only a few tasks","neither","Compose an email","","643b15e88d0c4d177265d500","2023-04-15T21:23:56.750000Z","2023-04-15T21:25:13.277000Z","2023-04-15T21:25:15.455000","2023-04-15T21:25:15.396326Z",77,"CE3DWF28",96,"Education & Training","36","Female","Black","Germany","United States","English","DATA_EXPIRED","DATA_EXPIRED"
"229","04/15/2023 15:24","04/15/2023 15:26","107.77.212.32",94,"04/15/2023 15:26","R_3QRGAtiQ2L2R5ej",34.0544,-118.244,"5ec6852ffa4c53071c789fe8","Female","Bachelor’s Degree","$75,001 - $100,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform only a few tasks","enhance","Compose an email","","643b1608bedc51feb0173709","2023-04-15T21:24:30.614000Z","2023-04-15T21:26:10.825000Z","2023-04-15T21:26:11.289000","2023-04-15T21:26:11.233427Z",101,"CE3DWF28",964,"Education & Training","35","Female","Asian","United States","United States","English","No","Full-Time"
"230","04/15/2023 15:25","04/15/2023 15:26","76.17.254.149",66,"04/15/2023 15:26","R_2QtyOLyU3wAkZz6",44.9764,-93.224,"628249f0c32418e0ba1572fe","Female","Graduate Degree","$100,000+","Moderately familiar (have some understanding of what AI is and how it works)","No","some time","Can perform only a few tasks","enhance","Compose an email","","643b16594113c2cdee96d520","2023-04-15T21:25:50.512000Z","2023-04-15T21:27:00.467000Z","2023-04-15T21:27:00.895000","2023-04-15T21:27:00.820924Z",70,"CE3DWF28",1363,"Education & Training","42","Female","White","United States","United States","English","No","Full-Time"
"231","04/15/2023 15:30","04/15/2023 15:32","73.253.136.105",109,"04/15/2023 15:32","R_2xDzAtINQl2OCCB",41.8578,-72.6591,"63ed2550d0836aae9f270214","Male","Graduate Degree","$50,001 - $75,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform only a few tasks","enhance","Compose an email","","643b1781df3d6e0c32e6d610","2023-04-15T21:30:44.239000Z","2023-04-15T21:32:37.117000Z","2023-04-15T21:32:37.551000","2023-04-15T21:32:37.488534Z",113,"CE3DWF28",492,"Education & Training","31","Male","Mixed","United States","United States","English","No","Full-Time"
"232","04/15/2023 15:31","04/15/2023 15:33","174.208.101.14",113,"04/15/2023 15:33","R_2fp2FVsQW0TCrs1",38.687,-121.3477,"5cc97b4e627fc30013fc2398","Female","Bachelor’s Degree","$50,001 - $75,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform many tasks","enhance","Compose an email","","643b17b87f04d4a4ebb81c1e","2023-04-15T21:31:43.959000Z","2023-04-15T21:33:40.969000Z","2023-04-15T21:33:41.420000","2023-04-15T21:33:41.347160Z",118,"CE3DWF28",126,"Education & Training","30","Female","Asian","United States","United States","English","No","Full-Time"
"233","04/15/2023 15:32","04/15/2023 15:33","98.118.105.29",69,"04/15/2023 15:33","R_4SCu2cmMifcAYGB",42.428,-71.0618,"5dcea4c3bc83380fe65dba2a","Male","Graduate Degree","$50,001 - $75,000","Moderately familiar (have some understanding of what AI is and how it works)","No","some time","Can perform only a few tasks","enhance","Compose an email","","643b17eee003489bb52cd87e","2023-04-15T21:32:33.069000Z","2023-04-15T21:33:45.665000Z","2023-04-15T21:33:49.091000","2023-04-15T21:33:46.046601Z",73,"CE3DWF28",4712,"Education & Training","59","Male","White","United States","United States","English","No","Full-Time"
"234","04/15/2023 15:33","04/15/2023 15:36","75.66.242.185",157,"04/15/2023 15:36","R_tSXnDYD8Ntxcz2F",35.1499,-90.0558,"6234a8a7dca8124a2b88859b","Male","Graduate Degree","$75,001 - $100,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","no time","Can perform only a few tasks","neither","Compose an email","","643b183a895c86f44d512db5","2023-04-15T21:33:49.964000Z","2023-04-15T21:36:32.376000Z","2023-04-15T21:36:32.932000","2023-04-15T21:36:32.853652Z",163,"CE3DWF28",666,"Education & Training","49","Male","White","United States","United States","English","No","Full-Time"
"235","04/15/2023 15:35","04/15/2023 15:38","104.58.145.92",184,"04/15/2023 15:38","R_3iVg4wZh0hhR38V",30.6922,-88.0425,"63d4857d5c9e6f18b03027b3","Male","Bachelor’s Degree","$75,001 - $100,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform only a few tasks","enhance","Operate a self-driving car","Thank you for the opportunity to participate, it is appreciated.  ","643b18942d32909c17e31290","2023-04-15T21:35:24.673000Z","2023-04-15T21:38:33.597000Z","2023-04-15T21:38:34.626000","2023-04-15T21:38:34.560562Z",189,"CE3DWF28",265,"Education & Training","52","Male","White","United States","United States","English","No","Full-Time"
"236","04/15/2023 15:38","04/15/2023 15:39","172.90.73.181",61,"04/15/2023 15:39","R_1zFTqriIvqYhWwx",33.7854,-117.7948,"5e9a2251a69f690b9cc31ede","Female","Some College","$25,001 - $50,000","Moderately familiar (have some understanding of what AI is and how it works)","I Don't Know","some time","Cannot perform any tasks","neither","Compose an email","nice survey","643b1936d9c9378f802abee1","2023-04-15T21:38:01.017000Z","2023-04-15T21:39:05.832000Z","2023-04-15T21:39:06.302000","2023-04-15T21:39:06.235020Z",65,"CE3DWF28",1983,"Education & Training","34","Female","White","United States","United States","English","No","Full-Time"
"237","04/15/2023 15:37","04/15/2023 15:39","71.231.148.245",134,"04/15/2023 15:39","R_3MAU5DYGWRLpT21",47.6459,-122.3995,"5e59ee3a2bff541fcf05d86e","Prefer to self-describe:","Some College","$0 - $25,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform only a few tasks","neither","Compose an email","","643b18da923508c0319a0649","2023-04-15T21:36:29.924000Z","2023-04-15T21:39:28.340000Z","2023-04-15T21:39:31.456000","2023-04-15T21:39:28.707458Z",179,"CE3DWF28",1141,"Education & Training","23","Female","White","United States","United States","English","No","Part-Time"
"238","04/15/2023 15:37","04/15/2023 15:39","108.54.176.145",89,"04/15/2023 15:39","R_3hFrPNfzINFtQEi",40.8518,-73.8705,"63fb616a798d079c9ee0a7ff","Male","Graduate Degree","$100,000+","Moderately familiar (have some understanding of what AI is and how it works)","Yes","lot of time","Can perform many tasks","enhance","Compose an email","Thank you and good luck with your research.","643b192cbec7a9eff48b0b39","2023-04-15T21:37:54.685000Z","2023-04-15T21:39:31.060000Z","2023-04-15T21:39:36.611000","2023-04-15T21:39:31.521149Z",97,"CE3DWF28",408,"Education & Training","49","Male","White","United States","United States","English","No","Full-Time"
"239","04/15/2023 15:38","04/15/2023 15:40","24.93.24.3",115,"04/15/2023 15:40","R_1P1biYBIbUxaGN0",43.5604,-76.1166,"63d3fa067fc761e289bd1920","Female","Graduate Degree","$50,001 - $75,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform only a few tasks","neither","Compose an email","","643b19388eddf4460d001a7a","2023-04-15T21:38:03.607000Z","2023-04-15T21:40:03.490000Z","2023-04-15T21:40:03.957000","2023-04-15T21:40:03.894395Z",120,"CE3DWF28",288,"Education & Training","33","Female","White","United States","United States","English","No","Full-Time"
"240","04/15/2023 15:39","04/15/2023 15:41","108.209.22.211",102,"04/15/2023 15:41","R_2TmWaUphLuBYSxm",42.7686,-86.117,"6268a3f5379f921275a284f1","Female","Bachelor’s Degree","$25,001 - $50,000","Somewhat familiar (heard of AI but have no knowledge of it)","I Don't Know","little time","Can perform only a few tasks","detract","Compose an email","","643b19a47625387217806314","2023-04-15T21:39:50.884000Z","2023-04-15T21:41:36.978000Z","2023-04-15T21:41:37.460000","2023-04-15T21:41:37.373242Z",107,"CE3DWF28",2237,"Education & Training","57","Female","White","United States","United States","English","No","Full-Time"
"241","04/15/2023 15:41","04/15/2023 15:43","71.58.106.244",151,"04/15/2023 15:43","R_1QsFjCbEdJkrgpb",40.8103,-77.888,"63d405f7e050f2a0ac79492b","Female","Graduate Degree","$25,001 - $50,000","Somewhat familiar (heard of AI but have no knowledge of it)","No","some time","Can perform only a few tasks","neither","Compose an email","","643b19e23f3a8d1423141a79","2023-04-15T21:41:00.098000Z","2023-04-15T21:43:36.114000Z","2023-04-15T21:43:36.823000","2023-04-15T21:43:36.740622Z",157,"CE3DWF28",176,"Education & Training","28","Female","White","United States","United States","English","No","Full-Time"
"242","04/15/2023 15:43","04/15/2023 15:45","98.176.159.198",67,"04/15/2023 15:45","R_ebzdshpGZSurZsZ",32.7916,-116.971,"60fda57e0916dfe2157c9b00","Female","Bachelor’s Degree","$0 - $25,000","Very familiar (up to date with AI trends and developments)","Yes","some time","Can perform many tasks","enhance","Compose an email","","643b1a9836f8c72dca001a81","2023-04-15T21:43:54.934000Z","2023-04-15T21:45:06.499000Z","2023-04-15T21:45:06.978000","2023-04-15T21:45:06.902391Z",72,"CE3DWF28",1237,"Education & Training","23","Female","White","United States","United States","English","No","Full-Time"
